,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,Review
1453,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,7/21/2017,8.5,JUFA Hotel Wien,Poland,10,3748,0,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 1 Child ', ' Stayed 1 night ']",13 days,48.1756283,16.4200957,Breakfast ends at 10 00 even on weekends
1457,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,7/11/17,8.5,JUFA Hotel Wien,Hungary,29,3748,0,1,6.7,"[' Business trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 2 nights ']",23 days,48.1756283,16.4200957,1 there is no Frigidaire in room 2 booking com rated the hotel as 4 stars and the real rate on the entrance gives 3 stars 3
1459,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,7/5/17,8.5,JUFA Hotel Wien,Australia,17,3748,0,3,9.2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",29 days,48.1756283,16.4200957,Air conditioning in our room did not work properly In my parents room it was good
1465,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,6/6/17,8.5,JUFA Hotel Wien,Croatia,8,3748,0,3,6.3,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",58 days,48.1756283,16.4200957,No fresh air in the room
1471,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,5/15/2017,8.5,JUFA Hotel Wien,Turkey,22,3748,0,1,8.3,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 4 nights ']",80 days,48.1756283,16.4200957,There is no any tea or coffe at the rooms And there is no kettle also I wish there was
1475,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,4/25/2017,8.5,JUFA Hotel Wien,Switzerland,9,3748,0,29,7.9,"[' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",100 day,48.1756283,16.4200957,They didn t have king size bedroom
1486,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,3/1/17,8.5,JUFA Hotel Wien,Romania,6,3748,0,3,9.6,"[' Leisure trip ', ' Solo traveler ', ' Family Room 2 Adults 2 Children ', ' Stayed 1 night ']",155 day,48.1756283,16.4200957,The size of the room
1487,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,2/27/2017,8.5,JUFA Hotel Wien,Israel,20,3748,0,1,4.6,"[' Business trip ', ' Group ', ' Suite 5 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",157 day,48.1756283,16.4200957,No phone in the room And they charge extras for electriv ketlle in the room Why do that
1491,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,2/14/2017,8.5,JUFA Hotel Wien,United Kingdom,24,3748,0,1,7.9,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",170 day,48.1756283,16.4200957,One of your staff were rude when we asked about a phone store Made our night terrible and went straight to bed
1497,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,1/23/2017,8.5,JUFA Hotel Wien,Luxembourg,14,3748,0,1,5,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",192 day,48.1756283,16.4200957,Smelly room Staff went twice in room before 8am Bland and boring
1500,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,1/22/2017,8.5,JUFA Hotel Wien,Czech Republic,13,3748,0,5,7.1,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",193 day,48.1756283,16.4200957,No liability for the luggage The Luggage room accessible to anybody
1501,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,1/22/2017,8.5,JUFA Hotel Wien,,7,3748,0,1,10,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",193 day,48.1756283,16.4200957,toillet is separated from the bathroom
1503,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,1/12/17,8.5,JUFA Hotel Wien,Belgium,7,3748,0,31,9.6,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 1 Child ', ' Stayed 1 night ']",203 day,48.1756283,16.4200957,The parking was not functioning
1504,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,1/5/17,8.5,JUFA Hotel Wien,Montenegro,6,3748,0,4,7.9,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 12 nights ']",210 day,48.1756283,16.4200957,Internet connection was very poor
1506,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,1/1/17,8.5,JUFA Hotel Wien,Germany,11,3748,0,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 2 Children ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",214 day,48.1756283,16.4200957,Tea coffee making facilities were not available in room
1518,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,12/8/16,8.5,JUFA Hotel Wien,Italy,11,3748,0,16,5.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",238 day,48.1756283,16.4200957,it was written parking free but it was not true
1535,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,10/23/2016,8.5,JUFA Hotel Wien,Slovenia,17,3748,0,5,7.9,"[' Leisure trip ', ' Family with young children ', ' Quadruple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",284 day,48.1756283,16.4200957,At reservation I asked for a room without bunck bed but I got bunck bad
1536,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,10/23/2016,8.5,JUFA Hotel Wien,Romania,20,3748,0,6,6.7,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 1 Child ', ' Stayed 1 night ', ' Submitted from a mobile device ']",284 day,48.1756283,16.4200957,The room had window facing to the lobby could not able to let fresh air come into the room
1547,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,9/16/2016,8.5,JUFA Hotel Wien,United Arab Emirates,3,3748,0,54,6.7,"[' Leisure trip ', ' Couple ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",321 day,48.1756283,16.4200957,Thin mattress
1575,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,8/2/16,8.5,JUFA Hotel Wien,Hungary,4,3748,0,14,7.1,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",366 day,48.1756283,16.4200957,No refrigerator
1607,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,4/12/16,8.5,JUFA Hotel Wien,Austria,6,3748,0,6,7.5,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",478 day,48.1756283,16.4200957,The Restaurant was very bad
1618,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,3/7/16,8.5,JUFA Hotel Wien,Germany,13,3748,0,1,4.6,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ']",514 day,48.1756283,16.4200957,no small fridge no tissue box air conditioner works not so well
1619,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,3/6/16,8.5,JUFA Hotel Wien,Romania,10,3748,0,3,8.3,"[' Leisure trip ', ' Couple ', ' Special Offer Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",515 day,48.1756283,16.4200957,A little bit cold in the room at night
1638,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,1/3/16,8.5,JUFA Hotel Wien,Greece,18,3748,0,1,7.1,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 1 Child ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",578 day,48.1756283,16.4200957,They didn t have the catalogues in English only German and the restaurant was very poor
1648,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,11/17/2015,8.5,JUFA Hotel Wien,Slovenia,25,3748,0,8,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",625 day,48.1756283,16.4200957,Staff at the reception was confused They tried to charge me extra breakfast even though it has been already included in the price
1668,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,9/18/2015,8.5,JUFA Hotel Wien,Czech Republic,11,3748,0,14,6.7,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",685 day,48.1756283,16.4200957,very dirty floor hair sand the bed was too soft
1674,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,9/1/15,8.5,JUFA Hotel Wien,Israel,10,3748,0,7,9.6,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 2 Children ', ' Stayed 2 nights ']",702 day,48.1756283,16.4200957,A fridge in the room would be nice
1688,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,275,8/9/15,8.5,JUFA Hotel Wien,Russia,24,3748,0,3,9.2,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 1 night ']",725 day,48.1756283,16.4200957,WiFi quality was extremely poor wasn t able to connect from the room But on the reception the quality was good enough
1702,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,6/18/2017,8.7,Austria Trend Hotel Doppio Wien,Czech Republic,30,3010,0,14,8.3,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",46 days,48.1854312,16.404884,First room was defective and not set up properly problem with hot water leaky fridge and not enough towels but got the room changed quickly and without problems
1743,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,10/3/16,8.7,Austria Trend Hotel Doppio Wien,United States of America,34,3010,0,3,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",304 day,48.1854312,16.404884,Only improvement might be to find a way to eliminate the bathroom lighting thru wall into bedroom area When my husband went to take shower very early the light woke me up
1766,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,6/26/2016,8.7,Austria Trend Hotel Doppio Wien,United Kingdom,96,3010,0,4,9.2,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",403 day,48.1854312,16.404884,The location While the u bahn is about a twenty minute walk away it isn t the most pleasant area of town being a new area and still being built This doesn t effect the high standard of the room we had but it s not somewhere you can just walk out of and walk to the main sight seeing areas in Vienna The restaurant they recommend and have on the website is closed on weekends we did find one about twenty minutes walk away which was good as an alternative at the Arsenal
1840,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,5/21/2017,8.7,Austria Trend Hotel Doppio Wien,Australia,18,3010,0,8,8.8,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",74 days,48.1854312,16.404884,It was a long walk into the Centre and also a long walk from the train station
1852,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,2/18/2017,8.7,Austria Trend Hotel Doppio Wien,Romania,3,3010,0,37,7.9,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ']",166 day,48.1854312,16.404884,poor brekfast
1858,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,2/3/17,8.7,Austria Trend Hotel Doppio Wien,Italy,21,3010,0,15,8.8,"[' With a pet ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",181 day,48.1854312,16.404884,The cost for dog was 10 euro It would be nice to be mentioned this amount on booking page
1868,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/12/17,8.7,Austria Trend Hotel Doppio Wien,Serbia,4,3010,0,4,7.9,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",203 day,48.1854312,16.404884,UNPLEASANT RECEPTION STAFF
1872,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/5/17,8.7,Austria Trend Hotel Doppio Wien,United States of America,4,3010,0,22,8.3,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ']",210 day,48.1854312,16.404884,breakfast was disappointing
1875,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/1/17,8.7,Austria Trend Hotel Doppio Wien,Indonesia,9,3010,0,3,7.1,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",214 day,48.1854312,16.404884,It is quite far from the city center
1881,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,12/24/2016,8.7,Austria Trend Hotel Doppio Wien,United Kingdom,3,3010,0,2,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",222 day,48.1854312,16.404884,All good
1896,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,10/15/2016,8.7,Austria Trend Hotel Doppio Wien,Australia,8,3010,0,1,5,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",292 day,48.1854312,16.404884,House keeping waking us up before 8am
1901,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,9/19/2016,8.7,Austria Trend Hotel Doppio Wien,Austria,19,3010,0,3,5,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",318 day,48.1854312,16.404884,The staff was clear enough and from all Austria Trend Doppio had the least offer of breakfast
1902,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,9/18/2016,8.7,Austria Trend Hotel Doppio Wien,Russia,11,3010,0,24,5.8,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ']",319 day,48.1854312,16.404884,No expected comfort for 4 hotel and too expencive
1910,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,9/4/16,8.7,Austria Trend Hotel Doppio Wien,Belgium,5,3010,0,6,10,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",333 day,48.1854312,16.404884,Breakfast was excellent
1912,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/31/2016,8.7,Austria Trend Hotel Doppio Wien,Vietnam,2,3010,0,11,5.4,"[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",337 day,48.1854312,16.404884,location
1923,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/14/2016,8.7,Austria Trend Hotel Doppio Wien,Switzerland,14,3010,0,3,8.8,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 5 nights ']",354 day,48.1854312,16.404884,there is just nothing to do around the hotel in the evening
1929,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/1/16,8.7,Austria Trend Hotel Doppio Wien,Czech Republic,9,3010,0,9,9.2,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",367 day,48.1854312,16.404884,Single beds double bed would be great
1934,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,7/26/2016,8.7,Austria Trend Hotel Doppio Wien,Czech Republic,11,3010,0,8,7.1,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",373 day,48.1854312,16.404884,Very pure breakfast without any hot meal Uncomfortable small glasses
1945,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,6/30/2016,8.7,Austria Trend Hotel Doppio Wien,Romania,8,3010,0,25,8.3,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 4 nights ']",399 day,48.1854312,16.404884,Poor quality pillows Must be changed
1952,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,5/17/2016,8.7,Austria Trend Hotel Doppio Wien,Russia,20,3010,0,2,5,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",443 day,48.1854312,16.404884,forgotten in the room the charger from the MacBook staff refused to return my item this is unacceptable
1958,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,4/12/16,8.7,Austria Trend Hotel Doppio Wien,Croatia,5,3010,0,13,7.9,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ']",478 day,48.1854312,16.404884,Breakfast could be better
1960,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,4/10/16,8.7,Austria Trend Hotel Doppio Wien,Hungary,12,3010,0,8,9.6,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",480 day,48.1854312,16.404884,There was no tea and water healer machine in the room
1970,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,3/7/16,8.7,Austria Trend Hotel Doppio Wien,United Kingdom,5,3010,0,29,6.3,"[' Business trip ', ' Solo traveler ', ' Executive Twin Room ', ' Stayed 2 nights ']",514 day,48.1854312,16.404884,No restaurant only breakfast
1980,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,2/16/2016,8.7,Austria Trend Hotel Doppio Wien,Czech Republic,3,3010,0,8,7.5,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",534 day,48.1854312,16.404884,Pure breakfast
1984,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/18/2016,8.7,Austria Trend Hotel Doppio Wien,Romania,12,3010,0,3,5,"[' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",563 day,48.1854312,16.404884,The parking lot is very unsafe far from the hotel
1987,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/17/2016,8.7,Austria Trend Hotel Doppio Wien,Germany,26,3010,0,31,8.8,"[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",564 day,48.1854312,16.404884,Breakfast is not so really good scrambled eggs missing the eierspeise is a small joke and not what I expected in a 4stars hotel
2016,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,11/10/15,8.7,Austria Trend Hotel Doppio Wien,Ukraine,3,3010,0,9,8.3,"[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",632 day,48.1854312,16.404884,Poor gym
2017,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,11/9/15,8.7,Austria Trend Hotel Doppio Wien,Slovenia,5,3010,0,19,7.9,"[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",633 day,48.1854312,16.404884,no smoking lounge
2057,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,45,4/12/16,8.5,Simm s Hotel,Czech Republic,36,849,0,3,10,"[' Leisure trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 1 night ']",478 day,48.1790835,16.4116997,My only concern was that the heating could be only adjusted by 3 degrees Celsius and the temperature 21 C is too low for me so I was a bit cold in my room
2091,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,45,8/21/2016,8.5,Simm s Hotel,Qatar,7,849,0,2,6.7,"[' Leisure trip ', ' Group ', ' Comfort Twin Room ', ' Stayed 2 nights ']",347 day,48.1790835,16.4116997,No room service no dry cleaning
2093,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,45,6/21/2016,8.5,Simm s Hotel,United Kingdom,16,849,0,15,4.6,"[' Leisure trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",408 day,48.1790835,16.4116997,Genaba cleaner comes in room without knocking Pillows too small Aircon makes too much noise
2181,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,7/31/2016,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,47,1766,0,4,5.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",368 day,48.2130607,16.4133973,we were waken up early in the morning A member of staff knocked at our door and asked what time we d check out I complained to the reception and they told us we could have put do not disturb sign That is not normal
2197,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,10/24/2015,8.7,Courtyard by Marriott Vienna Prater Messe,Russia,33,1766,0,36,5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",649 day,48.2130607,16.4133973,Access card didn t work regularly Sometimes room wasn t clean At 5 am in courtyard they have construction and it s impossible to sleep as too loudly Breakfast is too poor
2205,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,7/23/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Romania,22,1766,0,29,5.4,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11 days,48.2130607,16.4133973,Reception staff charged our credit cards twice for the same booking and were unable to issue a credit not immediately
2207,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,7/12/17,8.7,Courtyard by Marriott Vienna Prater Messe,Croatia,10,1766,0,15,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",22 days,48.2130607,16.4133973,Brekfast is to expensive for what you get
2220,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,6/5/17,8.7,Courtyard by Marriott Vienna Prater Messe,Slovakia,16,1766,0,2,7.5,"[' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",59 days,48.2130607,16.4133973,Bathroom not very well organised After few hours the smell was in the room
2231,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/7/17,8.7,Courtyard by Marriott Vienna Prater Messe,Austria,7,1766,0,1,6.3,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",88 days,48.2130607,16.4133973,That there s no room service
2234,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/2/17,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,6,1766,0,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe Room ', ' Stayed 2 nights ']",93 days,48.2130607,16.4133973,View to the Parking building
2236,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,4/25/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Bosnia and Herzegovina,20,1766,0,18,7.1,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 4 nights ']",100 day,48.2130607,16.4133973,One very rude female receptionist wish I knew her name Except that one woman the staff was great
2239,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,3/13/2017,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,10,1766,0,6,8.3,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 1 night ']",143 day,48.2130607,16.4133973,no mini bar no good restaurant options nearby
2245,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,12/21/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Serbia,24,1766,0,1,7.5,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",225 day,48.2130607,16.4133973,We ask at reception for extra blanket because it was a little bit cold in the room but we never got it
2264,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/28/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Slovakia,18,1766,0,3,6.7,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 5 nights ']",340 day,48.2130607,16.4133973,there was an unpleasant noise from the construction site nextdoor from 6 30 in the morning
2266,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/21/2016,8.7,Courtyard by Marriott Vienna Prater Messe,France,8,1766,0,29,7.9,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",347 day,48.2130607,16.4133973,breakfast is not 2p euros worth
2268,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/18/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Austria,14,1766,0,6,9.6,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 1 night ']",350 day,48.2130607,16.4133973,if you open the window at night there are some loud music playing
2295,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,3/29/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Albania,28,1766,0,3,5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",492 day,48.2130607,16.4133973,The room did not match with the Photos of the room I reserved Plus it seemed to me they gave me a room for handicap people
2304,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,10/11/15,8.7,Courtyard by Marriott Vienna Prater Messe,Germany,14,1766,0,19,7.5,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 1 night ']",662 day,48.2130607,16.4133973,Upgrade booked incl WiFi but still had to pay for decent internet
2338,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,3/5/17,8.6,Park Inn by Radisson Uno City Vienna,Finland,147,2341,0,1,3.8,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",151 day,48.2340799,16.4210093,This hotel deserves 3 stars at its best Not worth the over 200 per night Very boring and worn out No services just a room and a bed The gym was smaller than my room I saw only 3 staff members non were enthusiastic to serve I have had good experience with the Radisson chain before but this one was a total abuse of the brand My first room had such a poor sound insulation I could hear every word whispered next door and also their alarm clock every morning at 6 o clock I chose this hotel for its proximity to Vienna International Centre but the centre is just outside the U bahn station and its much easier and better to stay in the city and take the train as walking from this hotel takes you 10 15 minutes anyway Will never go back
2374,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8/21/2016,8.6,Park Inn by Radisson Uno City Vienna,Pakistan,42,2341,0,1,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",347 day,48.2340799,16.4210093,The amount of rent was deducted before my arrival I arrived on 15th Aigust but the rent was deducted on 9th August The free cancellation facility was not available with this hotel as compared to other hotels on the city Vienna
2375,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8/16/2016,8.6,Park Inn by Radisson Uno City Vienna,Oman,35,2341,0,11,4.6,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",352 day,48.2340799,16.4210093,Poor lighting Shower of poor quality Very small Gym in the sister hotel with almost nothing in it Very small restaurant with a very limited menu Wifi not working properly in the rooms
